0,2,(5,0.058823529411764705),(1,0.4509803921568627)
1,2,(5,0.39215686274509803),(0,0.4509803921568627)
2,2,(1,0.50980392156862742),(0,0.72549019607843135)
3,2,(2,0.82352941176470584),(0,0.88235294117647056)
4,2,(2,1.215686274509804),(1,1.2941176470588236)
5,2,(0,0.058823529411764705),(1,0.39215686274509803)
