1,2,(6,0.0588235),(2,0.45098)
2,2,(6,0.392157),(1,0.45098)
3,2,(2,0.509804),(1,0.72549)
4,2,(3,0.823529),(1,0.882353)
5,2,(3,1.21569),(2,1.29412)
6,2,(1,0.0588235),(2,0.392157)
