57,3,(436,1.43869),(660,1.48974),(693,1.58871)
58,3,(277,1.00621),(71,1.13408),(403,1.30216)
59,3,(692,0.97163),(390,0.992248),(391,1.01492)
60,3,(762,1.53027),(927,1.55369),(579,1.57322)
61,3,(556,0.874564),(436,0.982906),(261,1.00548)
62,3,(1,0.876069),(178,0.911494),(289,1.03093)
63,3,(729,1.26813),(55,1.46151),(789,1.56733)
64,3,(888,0.716813),(616,1.2712),(916,1.53827)
65,3,(145,0.641291),(843,0.748989),(454,0.828585)
66,3,(845,1.307),(979,1.38033),(224,1.44)
67,3,(563,0.718147),(750,1.02884),(53,1.09532)
68,3,(168,0.561715),(662,0.850463),(633,0.901126)
69,3,(134,1.10455),(700,1.33093),(355,1.33946)
70,3,(477,0.302752),(47,0.533767),(165,0.876894)
71,3,(58,1.13408),(67,1.2952),(419,1.54788)
72,3,(201,0.878802),(136,0.892225),(687,0.976808)
73,3,(293,1.42293),(206,1.67925),(5,1.69231)
74,3,(182,1.46655),(781,1.66331),(660,1.80981)
75,3,(381,0.917236),(756,1.13196),(543,1.15357)
76,3,(625,0.728229),(839,1.02674),(124,1.20983)
77,3,(994,0.599252),(322,0.681495),(763,0.949344)
78,3,(487,0.910105),(85,0.981805),(834,1.03903)
79,3,(896,2.00456),(20,2.12949),(828,2.18578)
80,3,(693,0.535325),(406,0.786364),(556,0.871509)
81,3,(909,1.16326),(181,1.4563),(54,1.56158)
82,3,(743,0.561172),(995,0.74133),(626,0.918929)
83,3,(796,0.83274),(866,0.88881),(701,0.908864)
84,3,(262,0.624861),(850,1.02393),(863,1.06226)
85,3,(849,0.280163),(850,0.798541),(479,0.911974)
86,3,(434,0.720338),(332,0.751461),(244,0.763526)
87,3,(162,0.733743),(554,0.812193),(482,1.03122)
88,3,(564,1.62063),(6,1.63145),(502,1.75175)
89,3,(266,1.05531),(738,1.16769),(193,1.25243)
90,3,(202,1.20657),(760,1.33425),(836,1.34931)
91,3,(247,0.743543),(545,0.805972),(998,0.817028)
92,3,(589,1.02116),(850,1.07073),(127,1.12773)
93,3,(639,1.33327),(328,1.37678),(934,1.38177)
94,3,(520,1.43085),(281,1.44828),(764,1.4938)
95,3,(494,1.09842),(381,1.10553),(782,1.16144)
96,3,(63,1.86093),(375,1.88596),(729,1.95074)
97,3,(201,0.894034),(284,1.24311),(995,1.26246)
98,3,(339,0.607308),(642,0.74508),(574,0.825843)
99,3,(670,0.844842),(102,1.01846),(274,1.04654)
100,3,(792,1.66112),(561,1.83607),(468,1.92115)
101,3,(533,0.755446),(441,0.951801),(700,0.960857)
102,3,(195,0.667268),(529,0.763335),(411,0.824014)
103,3,(937,0.368626),(452,0.446771),(53,0.484927)
104,3,(208,0.588735),(938,1.11081),(760,1.15809)
105,3,(573,0.673749),(734,0.680737),(297,0.791037)
106,3,(432,1.77835),(940,1.93657),(416,1.95083)
107,3,(828,1.55497),(552,2.01971),(739,2.09594)
108,3,(33,0.761893),(144,0.955598),(261,1.0113)
109,3,(352,1.45614),(296,1.57421),(731,1.59063)
110,3,(910,0.633609),(425,0.959102),(914,1.11229)
111,3,(970,1.85422),(685,1.93271),(823,1.95124)
112,3,(505,0.923438),(700,0.966328),(472,1.00489)
113,3,(479,1.28496),(108,1.31613),(692,1.31971)
114,3,(434,1.02663),(332,1.18875),(754,1.2012)
115,3,(436,0.903693),(42,1.01537),(189,1.21172)
116,3,(215,0.783144),(922,1.32407),(400,1.3475)
117,3,(543,1.16827),(994,1.2996),(77,1.32089)
118,3,(691,2.01478),(130,2.2071),(442,2.20776)
119,3,(803,0.690086),(320,1.17734),(44,1.32154)
120,3,(538,1.25384),(885,1.28),(846,1.35476)
121,3,(522,0.871309),(435,0.962883),(566,0.973208)
122,3,(427,0.992846),(239,1.02289),(754,1.02377)
123,3,(583,0.63493),(865,0.674698),(53,0.723512)
124,3,(542,0.834297),(545,1.13841),(76,1.20983)
125,3,(776,1.01263),(832,1.06196),(338,1.08656)
126,3,(760,0.608943),(826,0.683015),(321,0.862342)
127,3,(652,0.720683),(16,0.75951),(511,0.777419)
128,3,(652,0.314849),(340,0.479818),(602,0.669816)
129,3,(475,0.839335),(990,0.928852),(321,0.960118)
130,3,(126,1.0622),(859,1.23212),(244,1.25286)
131,3,(296,1.04036),(707,1.25593),(908,1.27053)
132,3,(790,0.708215),(994,0.904676),(841,1.15935)
133,3,(254,0.916158),(403,0.955022),(377,0.959304)
134,3,(542,0.889718),(69,1.10455),(853,1.11898)
135,3,(638,1.05668),(673,1.27786),(969,1.48856)
136,3,(239,0.788674),(687,0.857239),(72,0.892225)
137,3,(385,1.06231),(869,1.24006),(880,1.26384)
138,3,(724,0.215817),(95,1.20125),(40,1.21207)
139,3,(410,1.4177),(687,1.63341),(62,1.66082)
140,3,(39,0.875556),(252,0.915928),(627,1.00293)
141,3,(291,1.181),(648,1.49556),(315,1.62837)
142,3,(456,0.918173),(584,1.09871),(497,1.2177)
143,3,(959,0.815614),(435,0.856516),(859,0.899481)
144,3,(261,0.410741),(32,0.52139),(522,0.633103)
145,3,(547,0.631327),(65,0.641291),(843,0.700576)
146,3,(841,1.11501),(915,1.15353),(707,1.17238)
147,3,(803,1.10745),(394,1.23581),(320,1.27128)
148,3,(380,0.720914),(498,0.842805),(325,0.857001)
149,3,(398,0.781672),(10,1.2089),(781,1.20971)
150,3,(17,0.361681),(804,0.417735),(892,0.595554)
151,3,(610,1.29395),(552,1.54163),(612,1.57264)
152,3,(487,1.12809),(429,1.19544),(773,1.28676)
153,3,(231,0.459176),(329,0.641631),(878,0.847313)
154,3,(771,1.37121),(913,1.39443),(348,1.39836)
155,3,(960,0.895985),(98,0.956901),(700,1.11607)
156,3,(15,0.313432),(747,0.746812),(753,0.786952)
157,3,(265,1.39405),(517,1.50427),(480,1.5711)
158,3,(632,1.40697),(935,1.48025),(217,1.57892)
159,3,(443,0.872405),(621,1.00416),(314,1.06626)
160,3,(211,0.157159),(276,1.15405),(528,1.39597)
161,3,(792,1.23342),(407,1.4461),(934,1.57711)
162,3,(87,0.733743),(332,0.943625),(319,0.96923)
163,3,(424,0.833556),(995,0.844097),(895,0.860297)
164,3,(780,1.48131),(918,1.57921),(397,1.72366)
165,3,(371,0.414099),(47,0.45027),(477,0.837847)
166,3,(674,0.687249),(793,0.897386),(914,0.914031)
167,3,(16,0.530811),(340,0.635169),(723,0.721855)
168,3,(68,0.561715),(633,0.774383),(874,0.84161)
169,3,(513,0.662383),(796,0.859433),(866,0.924307)
170,3,(579,0.921309),(883,0.955982),(762,1.02142)
171,3,(854,0.906016),(183,1.46296),(89,1.65916)
172,3,(615,0.45194),(246,0.617384),(583,0.740335)
173,3,(167,0.86608),(859,0.878892),(692,0.98377)
174,3,(499,0.769398),(234,0.810693),(408,0.86086)
175,3,(952,0.941274),(80,1.01597),(693,1.1647)
176,3,(515,2.1426),(116,2.22351),(41,2.25684)
177,3,(919,0.872809),(751,0.876171),(144,1.05219)
178,3,(1,0.571139),(62,0.911494),(824,1.04808)
179,3,(242,1.56189),(831,1.58575),(639,1.70936)
180,3,(14,0.38736),(824,0.551885),(839,0.843841)
181,3,(81,1.4563),(469,1.48637),(403,1.51688)
182,3,(33,1.27584),(363,1.36187),(469,1.39831)
183,3,(930,1.26563),(667,1.45794),(171,1.46296)
184,3,(782,0.50709),(485,0.646451),(284,0.950699)
185,3,(657,0.572767),(480,1.1473),(405,1.23883)
186,3,(699,0.195717),(239,0.289722),(427,0.413018)
187,3,(151,2.26487),(502,2.30535),(293,2.43668)
188,3,(775,1.74496),(590,1.89728),(263,1.91049)
189,3,(588,0.730829),(935,0.755657),(365,0.886643)
190,3,(598,1.2497),(558,1.2517),(213,1.45965)
191,3,(254,1.33537),(847,1.71328),(880,1.84781)
192,3,(815,1.18574),(854,1.37346),(830,1.41551)
193,3,(369,0.705932),(705,0.854232),(266,1.13287)
194,3,(961,0.725531),(750,0.774648),(865,0.810068)
195,3,(102,0.667268),(999,0.939273),(529,1.10002)
196,3,(621,0.99604),(691,1.09537),(567,1.362)
197,3,(493,0.155876),(386,0.678586),(818,0.839903)
198,3,(728,1.50453),(505,1.90036),(870,1.91449)
199,3,(960,1.03077),(311,1.18381),(682,1.20562)
200,3,(885,0.901756),(340,1.32643),(997,1.3641)
201,3,(72,0.878802),(97,0.894034),(319,0.960471)
202,3,(473,0.289814),(723,0.549954),(511,0.580096)
203,3,(950,0.925792),(470,0.979275),(372,0.988795)
204,3,(870,0.70339),(102,0.923089),(763,1.14652)
205,3,(528,1.23166),(944,1.24893),(303,1.44435)
206,3,(293,1.26374),(928,1.34478),(73,1.67925)
207,3,(247,0.493871),(21,0.560719),(892,0.823808)
208,3,(104,0.588735),(760,0.890782),(473,0.915547)
209,3,(32,0.348598),(144,0.691416),(261,1.10216)
210,3,(898,1.09209),(298,1.39245),(626,1.43527)
211,3,(160,0.157159),(276,1.03838),(917,1.32376)
212,3,(9,1.00362),(834,1.06534),(871,1.11105)
213,3,(836,1.42483),(190,1.45965),(720,1.66596)
214,3,(441,1.20906),(929,1.27325),(670,1.30691)
215,3,(116,0.783144),(779,0.954515),(626,1.03408)
216,3,(394,1.69416),(196,1.78317),(147,1.8648)
217,3,(559,1.4221),(741,1.44579),(915,1.56063)
218,3,(249,0.605567),(2,0.881181),(231,0.993617)
219,3,(522,0.683195),(261,0.863108),(144,0.901647)
220,3,(988,0.809364),(487,0.826159),(366,0.934531)
221,3,(234,0.922846),(867,1.01383),(935,1.10104)
222,3,(776,0.865333),(870,1.10266),(505,1.22231)
223,3,(683,0.485449),(359,0.653251),(842,0.730915)
224,3,(831,1.10358),(979,1.11688),(407,1.20711)
225,3,(460,0.343931),(53,0.448568),(750,0.709888)
226,3,(404,1.1007),(358,1.18453),(862,1.35895)
227,3,(131,1.98279),(432,2.12518),(52,2.12873)
228,3,(397,1.13445),(539,1.18914),(155,1.20126)
229,3,(695,0.440191),(509,0.509622),(359,0.554738)
230,3,(624,0.976025),(584,1.03906),(365,1.11543)
231,3,(329,0.211397),(878,0.388136),(153,0.459176)
232,3,(696,0.938854),(706,1.06314),(327,1.06718)
233,3,(822,0.946654),(53,1.04078),(452,1.12449)
234,3,(499,0.256576),(971,0.518408),(40,0.762265)
235,3,(944,0.322724),(528,0.335589),(205,1.56725)
236,3,(369,1.27095),(193,1.28261),(89,1.44229)
237,3,(805,1.18124),(910,1.47751),(131,1.54981)
238,3,(704,1.07743),(978,1.54413),(565,1.72642)
239,3,(186,0.289722),(699,0.485439),(346,0.562417)
240,3,(461,0.823366),(317,1.05185),(823,1.48404)
241,3,(415,0.512589),(420,0.751189),(662,0.821602)
242,3,(548,1.21186),(20,1.2215),(276,1.46254)
243,3,(335,0.958778),(523,1.0221),(192,1.55794)
244,3,(821,0.588572),(933,0.6632),(390,0.709302)
245,3,(639,1.64144),(474,1.7492),(992,1.76699)
246,3,(615,0.472079),(905,0.612069),(172,0.617384)
247,3,(207,0.493871),(260,0.624439),(91,0.743543)
248,3,(489,2.09438),(312,2.38953),(718,2.48838)
249,3,(218,0.605567),(627,0.611183),(39,0.723647)
250,3,(661,0.930958),(83,1.03953),(401,1.19933)
251,3,(876,1.11835),(824,1.27506),(883,1.45428)
252,3,(39,0.874662),(140,0.915928),(540,0.94425)
253,3,(784,1.11849),(356,1.22847),(971,1.269)
254,3,(385,0.679564),(950,0.743353),(377,0.789943)
255,3,(436,0.654895),(42,1.09214),(577,1.14266)
256,3,(131,1.49647),(436,1.51203),(678,1.53889)
257,3,(186,0.493646),(427,0.496255),(699,0.552707)
258,3,(624,1.42968),(915,1.48539),(935,1.56338)
259,3,(279,0.725347),(297,0.784137),(351,1.02288)
260,3,(247,0.624439),(884,0.907043),(207,1.07022)
261,3,(144,0.410741),(435,0.439522),(522,0.594564)
262,3,(84,0.624861),(850,0.909299),(997,0.913992)
263,3,(769,1.36875),(433,1.38767),(827,1.47657)
264,3,(775,1.41402),(521,1.85045),(868,1.96934)
265,3,(872,1.22307),(157,1.39405),(942,1.43927)
266,3,(330,0.641037),(89,1.05531),(657,1.07169)
267,3,(629,0.449117),(889,0.838182),(438,0.868251)
268,3,(65,0.898829),(534,1.072),(856,1.07671)
269,3,(962,1.76661),(320,1.82778),(326,1.84083)
270,3,(535,0.423904),(626,0.698181),(837,0.86547)
271,3,(995,1.0023),(298,1.12518),(743,1.12534)
272,3,(327,1.02061),(701,1.05186),(383,1.18848)
273,3,(974,2.01958),(96,2.04069),(939,2.17511)
274,3,(575,0.977278),(99,1.04654),(102,1.07109)
275,3,(286,0.912851),(919,1.21106),(296,1.52708)
276,3,(917,0.421073),(710,1.03212),(211,1.03838)
277,3,(386,0.360324),(491,0.647788),(985,0.746917)
278,3,(834,1.04417),(318,1.10678),(567,1.21997)
279,3,(259,0.725347),(429,0.920664),(351,0.931351)
280,3,(454,0.637269),(533,0.900198),(65,0.915791)
281,3,(758,0.912348),(520,1.10541),(852,1.20241)
282,3,(620,0.486678),(663,0.610028),(359,0.645424)
283,3,(844,1.05008),(82,1.31278),(27,1.43726)
284,3,(782,0.683209),(34,0.774414),(485,0.885655)
285,3,(554,1.12725),(321,1.1576),(475,1.20693)
286,3,(275,0.912851),(296,1.09462),(919,1.46737)
287,3,(369,1.18768),(266,1.22607),(89,1.25914)
288,3,(292,1.09522),(311,1.2496),(8,1.42709)
289,3,(62,1.03093),(84,1.1101),(709,1.20321)
290,3,(850,0.705022),(863,0.797374),(679,0.983068)
291,3,(391,0.99502),(759,1.01816),(249,1.02253)
292,3,(288,1.09522),(737,1.14629),(426,1.38634)
293,3,(502,1.23011),(206,1.26374),(73,1.42293)
294,3,(670,1.04646),(702,1.29367),(789,1.40263)
295,3,(788,1.76677),(303,1.773),(831,1.78473)
296,3,(131,1.04036),(286,1.09462),(731,1.11155)
297,3,(768,0.512378),(259,0.784137),(105,0.791037)
298,3,(271,1.12518),(995,1.34148),(626,1.36865)
299,3,(401,0.537806),(996,0.779644),(487,1.00016)
300,3,(719,0.883421),(978,1.15661),(967,1.15817)
301,3,(220,0.971984),(817,0.983187),(351,1.10103)
302,3,(142,1.43585),(966,1.53928),(146,1.56583)
303,3,(864,1.18438),(205,1.44435),(675,1.44875)
304,3,(760,0.702538),(826,0.881026),(824,1.0364)
305,3,(374,1.65709),(37,1.67779),(550,1.77898)
306,3,(837,0.922125),(583,1.00454),(620,1.04365)
307,3,(734,0.905294),(573,0.907276),(969,0.972062)
308,3,(763,0.839262),(322,0.933672),(611,1.00942)
309,3,(709,0.673269),(479,0.823522),(635,0.867341)
310,3,(870,0.909454),(709,0.980818),(202,0.980934)
311,3,(199,1.18381),(288,1.2496),(829,1.28852)
312,3,(153,0.939522),(478,0.998523),(246,1.03418)
313,3,(767,0.883387),(796,0.904946),(169,0.93763)
314,3,(567,0.995735),(108,1.06596),(159,1.06626)
315,3,(860,1.46953),(942,1.57481),(141,1.62837)
316,3,(559,0.683235),(632,1.00347),(606,1.08854)
317,3,(240,1.05185),(875,1.14606),(461,1.22817)
318,3,(834,0.819341),(278,1.10678),(785,1.18874)
319,3,(186,0.537767),(404,0.569114),(332,0.606788)
320,3,(803,0.487254),(342,0.763645),(368,1.06977)
321,3,(10,0.0541983),(36,0.833561),(126,0.862342)
322,3,(77,0.681495),(16,0.758993),(863,0.765894)
323,3,(8,1.40824),(693,1.49583),(512,1.56043)
324,3,(662,0.504466),(786,0.530362),(415,0.67585)
325,3,(332,0.665333),(434,0.73011),(498,0.832321)
326,3,(147,1.38979),(803,1.50678),(320,1.60966)
327,3,(272,1.02061),(232,1.06718),(696,1.08826)
328,3,(93,1.37678),(831,1.38791),(639,1.39958)
329,3,(231,0.211397),(878,0.312824),(153,0.641631)
330,3,(266,0.641037),(525,0.927247),(657,0.948361)
331,3,(76,1.58798),(263,1.80432),(625,1.80627)
332,3,(434,0.529634),(319,0.606788),(325,0.665333)
333,3,(707,1.19123),(715,1.33954),(784,1.48432)
334,3,(518,1.32885),(58,1.50179),(903,1.73624)
335,3,(243,0.958778),(854,1.34663),(523,1.46433)
336,3,(394,1.38689),(342,1.49858),(586,1.50886)
337,3,(631,0.989978),(313,1.0883),(835,1.14882)
338,3,(662,0.596757),(415,0.691404),(324,0.747971)
339,3,(98,0.607308),(574,0.685543),(543,0.739462)
340,3,(652,0.428161),(128,0.479818),(602,0.510858)
341,3,(532,1.33906),(518,1.34752),(263,1.56129)
342,3,(368,0.514506),(747,0.645608),(320,0.763645)
343,3,(426,0.983507),(392,1.13887),(348,1.20952)
344,3,(61,1.2358),(983,1.41745),(26,1.512)
345,3,(544,1.28614),(735,1.59516),(461,1.62541)
346,3,(239,0.562417),(975,0.573239),(186,0.756311)
347,3,(714,0.759381),(575,1.18029),(289,1.22586)
348,3,(953,1.20931),(343,1.20952),(368,1.2589)
349,3,(793,1.04705),(166,1.09702),(821,1.14501)
350,3,(887,1.04677),(755,1.80618),(801,1.98905)
351,3,(796,0.749762),(279,0.931351),(768,0.971354)
352,3,(252,1.235),(752,1.24534),(13,1.25156)
353,3,(773,1.27738),(105,1.33952),(573,1.40906)
354,3,(915,1.09585),(708,1.40626),(721,1.52161)
355,3,(585,0.602847),(682,0.820827),(34,0.862595)
356,3,(784,0.62712),(51,0.856304),(482,0.864536)
357,3,(761,1.32742),(773,1.4126),(327,1.44748)
358,3,(878,0.692645),(231,0.726392),(604,0.800122)
359,3,(509,0.398058),(229,0.554738),(50,0.568923)
360,3,(571,0.59806),(870,0.623265),(597,0.783337)
361,3,(355,1.13711),(756,1.30104),(95,1.35005)
362,3,(846,0.958544),(507,1.08415),(787,1.21731)
363,3,(39,0.960747),(469,1.04458),(599,1.13039)
364,3,(600,0.939423),(166,0.975161),(865,0.985436)
365,3,(501,0.570188),(482,0.620909),(588,0.647095)
366,3,(513,0.759406),(487,0.793643),(429,0.861676)
367,3,(386,0.853667),(427,1.02825),(412,1.05085)
368,3,(747,0.316465),(342,0.514506),(476,0.715574)
369,3,(193,0.705932),(823,0.997075),(287,1.18768)
370,3,(753,0.660821),(15,1.02508),(342,1.08449)
371,3,(165,0.414099),(47,0.711403),(477,0.853987)
372,3,(892,0.842949),(852,0.868693),(470,0.977265)
373,3,(798,0.97981),(351,1.12178),(818,1.26333)
374,3,(305,1.65709),(673,2.04889),(903,2.05637)
375,3,(96,1.88596),(492,2.25061),(45,2.29563)
376,3,(833,1.29795),(492,1.80615),(12,1.83964)
377,3,(254,0.789943),(133,0.959304),(835,1.01311)
378,3,(682,0.680692),(787,0.943295),(520,0.984473)
379,3,(19,1.05275),(715,1.2554),(651,1.39298)
380,3,(148,0.720914),(46,0.822944),(545,0.824572)
381,3,(543,0.645757),(494,0.856115),(75,0.917236)
382,3,(458,1.37931),(288,1.4276),(19,1.45323)
383,3,(701,0.54577),(165,0.911826),(83,0.991586)
384,3,(482,0.70633),(848,0.771549),(609,0.781676)
385,3,(469,0.457989),(672,0.526047),(254,0.679564)
386,3,(277,0.360324),(493,0.662526),(197,0.678586)
387,3,(904,0.757841),(837,0.819246),(874,0.997193)
388,3,(402,1.45035),(642,1.49027),(893,1.52159)
389,3,(912,1.13259),(496,1.13646),(402,1.28621)
390,3,(484,0.702356),(821,0.704996),(244,0.709302)
391,3,(759,0.640633),(39,0.692079),(249,0.860175)
392,3,(343,1.13887),(368,1.18242),(753,1.24859)
393,3,(502,1.04937),(815,1.44226),(4,1.47993)
394,3,(803,1.04966),(342,1.18555),(631,1.20705)
395,3,(391,1.14152),(868,1.22003),(698,1.26261)
396,3,(564,1.46382),(688,1.51387),(288,1.63589)
397,3,(228,1.13445),(458,1.23309),(794,1.23763)
398,3,(149,0.781672),(959,1.08791),(590,1.12827)
399,3,(541,1.64353),(601,1.68375),(177,1.69408)
400,3,(136,0.92023),(428,1.02952),(861,1.11609)
401,3,(299,0.537806),(533,1.04943),(998,1.05193)
402,3,(883,0.783205),(876,1.12614),(170,1.2165)
403,3,(133,0.955022),(385,0.977552),(672,1.10416)
404,3,(319,0.569114),(862,0.654103),(821,0.678714)
405,3,(657,0.906234),(330,1.23428),(185,1.23883)
406,3,(13,0.564962),(693,0.64616),(541,0.737146)
407,3,(934,0.407303),(788,0.863696),(224,1.20711)
408,3,(174,0.86086),(127,0.976005),(807,1.07756)
409,3,(837,1.1001),(637,1.12592),(626,1.13001)
410,3,(687,0.918568),(136,1.27516),(201,1.39366)
411,3,(709,0.608784),(102,0.824014),(574,0.903472)
412,3,(572,1.00784),(470,1.03157),(754,1.03502)
413,3,(319,0.998415),(622,1.01093),(186,1.10572)
414,3,(942,1.23903),(489,1.85472),(20,1.95708)
415,3,(420,0.347335),(241,0.512589),(662,0.579359)
416,3,(717,1.09564),(855,1.13104),(528,1.57069)
417,3,(705,0.96114),(930,1.11495),(193,1.43329)
418,3,(805,1.25111),(48,1.57744),(131,1.61246)
419,3,(425,1.13495),(166,1.1413),(983,1.15)
420,3,(415,0.347335),(786,0.513526),(662,0.641489)
421,3,(866,0.770731),(648,1.11091),(437,1.17001)
422,3,(786,0.701433),(324,0.721404),(420,0.746903)
423,3,(3,1.09815),(582,1.12368),(587,1.33606)
424,3,(498,0.791448),(163,0.833556),(663,0.872092)
425,3,(110,0.959102),(910,0.99314),(419,1.13495)
426,3,(343,0.983507),(368,1.29037),(13,1.31983)
427,3,(699,0.395872),(186,0.413018),(754,0.495484)
428,3,(150,0.653725),(895,0.659047),(17,1.01063)
429,3,(366,0.861676),(279,0.920664),(351,1.07942)
430,3,(293,1.60732),(5,1.66621),(73,2.02835)
431,3,(630,0.865154),(301,1.19276),(817,1.21291)
432,3,(443,0.915829),(526,1.14751),(159,1.57067)
433,3,(263,1.38767),(76,1.53871),(762,1.68081)
434,3,(332,0.529634),(257,0.720315),(86,0.720338)
435,3,(261,0.439522),(811,0.644193),(692,0.666989)
436,3,(255,0.654895),(42,0.815096),(577,0.878438)
437,3,(866,0.902648),(753,1.14234),(421,1.17001)
438,3,(551,0.701384),(267,0.868251),(629,0.931179)
439,3,(14,1.09882),(180,1.24666),(839,1.29979)
440,3,(384,0.820713),(172,1.09907),(459,1.24706)
441,3,(998,0.561933),(700,0.653772),(454,0.669223)
442,3,(900,0.614664),(567,0.783314),(455,0.893822)
443,3,(159,0.872405),(432,0.915829),(526,0.939396)
444,3,(657,0.675782),(636,0.911871),(979,1.1075)
445,3,(2,1.37345),(621,1.42845),(912,1.46283)
446,3,(438,1.05893),(804,1.06678),(551,1.06697)
447,3,(505,0.720866),(863,0.733929),(955,0.86297)
448,3,(29,0.360049),(261,0.884877),(627,0.964686)
449,3,(7,1.02503),(95,1.18187),(976,1.24707)
450,3,(31,1.34022),(590,1.5347),(978,1.6028)
451,3,(779,0.977549),(215,1.06594),(510,1.16221)
452,3,(103,0.446771),(680,0.481873),(937,0.649217)
453,3,(950,1.14969),(366,1.23658),(254,1.38507)
454,3,(998,0.559788),(280,0.637269),(441,0.669223)
455,3,(900,0.676793),(442,0.893822),(567,1.07124)
456,3,(142,0.918173),(609,1.03627),(905,1.18534)
457,3,(587,0.0902679),(970,0.697493),(495,0.97971)
458,3,(960,1.20719),(397,1.23309),(228,1.2582)
459,3,(641,0.530104),(501,0.698226),(624,0.735974)
460,3,(225,0.343931),(53,0.665069),(509,0.949543)
461,3,(240,0.823366),(823,1.0473),(317,1.22817)
462,3,(261,0.861871),(567,0.885078),(900,1.07246)
463,3,(11,0.662904),(748,0.863583),(624,1.10376)
464,3,(494,0.663443),(575,0.882102),(642,0.982524)
465,3,(246,1.06743),(312,1.13131),(404,1.16337)
466,3,(561,1.57142),(5,1.84455),(738,1.87705)
467,3,(16,0.664107),(167,0.819104),(932,0.843158)
468,3,(896,1.25139),(788,1.38057),(20,1.58677)
469,3,(385,0.457989),(672,0.693849),(277,0.861748)
470,3,(881,0.689965),(655,0.787246),(254,0.946471)
471,3,(566,0.965058),(467,0.993051),(143,1.05373)
472,3,(574,0.579738),(886,0.643043),(505,0.704026)
473,3,(202,0.289814),(763,0.521599),(611,0.641215)
474,3,(792,1.36535),(934,1.42042),(639,1.47357)
475,3,(652,0.734877),(128,0.766637),(129,0.839335)
476,3,(368,0.715574),(747,0.937339),(342,1.08161)
477,3,(70,0.302752),(47,0.49472),(165,0.837847)
478,3,(329,0.648403),(231,0.681229),(695,0.760207)
479,3,(309,0.823522),(85,0.911974),(849,0.972176)
480,3,(185,1.1473),(891,1.33104),(657,1.45282)
481,3,(13,0.712186),(577,0.932351),(541,1.05962)
482,3,(501,0.498724),(554,0.596385),(365,0.620909)
483,3,(956,0.812976),(592,0.982927),(381,1.46994)
