52,8,(90,5.76151),(42,7.72611),(362,7.88437),(35,8.69991),(16,9.24064),(17,9.32893),(68,9.36064),(59,9.36681)
53,8,(209,4.84005),(43,4.94832),(207,5.10177),(206,5.20175),(67,5.51458),(210,5.60458),(31,5.73443),(212,5.82711)
54,8,(311,6.28632),(310,7.09488),(305,7.809),(108,7.96398),(295,8.33867),(166,8.37144),(292,8.45175),(330,8.49393)
55,8,(296,2.53236),(7,2.9823),(201,3.03683),(342,3.22819),(203,3.4213),(355,3.72553),(339,3.86152),(74,4.03945)
56,8,(310,5.85423),(311,6.19858),(336,6.99947),(292,7.09662),(43,7.17915),(306,7.36254),(239,7.85703),(284,7.98946)
57,8,(60,3.99921),(97,4.04974),(83,4.16324),(162,4.26574),(92,4.33542),(42,4.37937),(361,4.41942),(117,4.4728)
58,8,(95,2.4984),(288,3.13618),(115,3.75022),(314,3.9409),(303,4.13409),(301,4.13745),(302,4.16108),(156,4.28015)
59,8,(257,4.10951),(42,4.46301),(90,4.67939),(169,5.19271),(332,5.23284),(307,5.26652),(68,5.28794),(16,5.43461)
60,8,(147,2.12851),(187,3.17715),(65,3.31045),(188,3.38194),(186,3.40579),(178,3.56475),(230,3.76085),(57,3.93631)
61,8,(164,7.63432),(100,8.71533),(267,8.83643),(344,9.31251),(268,9.80745),(240,9.92891),(269,10.8262),(349,11.2903)
62,8,(245,5.02173),(40,5.92024),(14,6.22281),(242,6.25802),(34,6.34888),(324,6.58663),(292,7.04354),(248,7.13287)
63,8,(223,2.98714),(129,3.18455),(342,3.20818),(7,3.30864),(74,3.41105),(227,3.72383),(148,3.81945),(228,3.85568)
64,8,(11,0.293333),(40,5.08674),(33,5.24679),(273,5.83447),(206,5.85472),(210,6.181),(166,6.36517),(318,6.56607)
65,8,(178,1.6807),(97,2.07525),(187,2.36683),(147,2.57452),(186,2.71508),(165,2.77727),(76,2.87173),(188,2.90039)
66,8,(15,1.49414),(302,3.40037),(290,4.02667),(303,4.32408),(288,4.66343),(128,4.9577),(192,5.14812),(197,5.40328)
67,8,(176,2.77388),(276,2.79056),(366,2.90432),(341,3.11325),(248,3.16964),(247,3.2617),(4,3.38089),(277,3.49605)
68,8,(16,0.253333),(107,2.79064),(130,3.61788),(332,3.66739),(90,3.71136),(9,4.12343),(42,4.43871),(280,4.83433)
69,8,(116,5.22153),(122,5.70638),(339,6.47058),(28,6.66621),(225,6.93979),(227,6.96195),(343,6.96297),(135,6.97761)
70,8,(321,6.43863),(124,6.70324),(325,8.34309),(153,8.5229),(306,8.57889),(154,8.85344),(208,8.88107),(283,9.22199)
71,8,(77,2.44561),(160,2.78426),(126,3.33323),(361,3.40996),(186,3.50966),(285,3.57158),(84,3.68618),(117,3.92908)
72,8,(127,2.73754),(185,5.1845),(123,5.53161),(345,6.01063),(350,6.12786),(348,6.78683),(100,7.22373),(344,7.30372)
73,8,(88,3.77596),(46,4.19341),(115,4.37858),(328,5.3683),(95,5.80179),(316,5.98239),(365,6.19885),(288,6.32002)
74,8,(63,3.46727),(228,3.71024),(342,3.83105),(227,3.8808),(55,3.93415),(223,4.08562),(85,4.47862),(201,4.62564)
75,8,(161,2.73447),(130,2.83319),(304,2.87109),(346,3.47309),(107,3.78748),(260,3.99121),(149,4.1922),(308,4.24271)
76,8,(117,1.23561),(84,1.87383),(187,2.66095),(165,2.72768),(82,2.75787),(126,2.76119),(97,2.85931),(65,2.88288)
77,8,(71,2.46465),(82,3.03578),(84,3.61813),(126,3.70989),(117,3.86104),(278,3.94556),(160,4.22029),(76,4.60514)
78,8,(143,5.87002),(81,6.49637),(86,7.54699),(87,7.71997),(140,8.16132),(99,8.81735),(234,9.20154),(125,9.80132)
79,8,(73,6.83816),(156,8.37927),(50,8.51414),(254,8.65503),(46,8.81581),(290,8.85095),(88,9.18242),(250,9.30637)
80,8,(85,3.34387),(296,5.03607),(17,5.0362),(226,5.2162),(74,5.28684),(159,5.31223),(205,5.48017),(299,5.59493)
81,8,(140,1.75276),(87,5.49524),(125,6.04123),(132,6.23432),(86,6.34467),(78,6.45087),(143,6.66215),(358,7.03735)
82,8,(76,3.15933),(84,3.26413),(77,3.31374),(117,3.34835),(126,3.90492),(165,4.01522),(71,4.29689),(187,4.57255)
83,8,(117,2.2263),(97,2.33627),(76,2.97041),(126,3.59589),(186,3.61674),(230,3.73276),(65,3.88025),(57,4.18222)
84,8,(76,1.91258),(117,2.62262),(82,2.90538),(126,2.94244),(278,3.23773),(77,3.55854),(71,3.6516),(165,3.77641)
85,8,(80,3.29944),(226,4.5008),(74,4.50093),(299,5.27005),(342,5.28855),(223,5.33612),(28,5.57491),(45,5.6643)
86,8,(87,4.56695),(132,6.43449),(143,6.4702),(81,6.58445),(140,7.29484),(78,7.69548),(125,8.45389),(235,8.66096)
87,8,(86,4.43374),(81,5.67035),(140,6.04951),(143,6.34899),(2,7.65537),(78,7.69768),(167,8.25098),(125,8.47257)
88,8,(73,3.71818),(288,4.01348),(191,4.316),(46,4.53102),(328,4.89291),(314,4.93775),(95,5.21343),(365,5.29714)
89,8,(136,4.67126),(131,4.97669),(167,7.45398),(275,7.55064),(111,8.00814),(209,8.04482),(318,8.07078),(207,8.15212)
90,8,(42,2.07127),(362,3.16913),(16,3.5858),(68,3.59913),(332,3.70168),(141,3.80054),(44,3.83838),(161,4.24122)
91,8,(147,4.27568),(189,5.31148),(97,5.44014),(104,6.22254),(65,6.23803),(230,6.33665),(60,6.36205),(186,6.41665)
92,8,(57,4.2523),(230,4.41262),(17,4.92072),(60,4.99109),(186,5.25021),(36,5.33546),(147,5.41942),(187,5.48919)
93,8,(223,2.90562),(201,3.94436),(354,4.28483),(28,4.28664),(266,5.16476),(20,5.19158),(342,5.21254),(297,5.25788)
94,8,(111,3.90349),(18,5.28716),(352,6.03206),(2,6.42464),(275,6.49274),(166,6.5475),(324,6.60204),(103,6.90758)
95,8,(115,1.43848),(314,1.44251),(58,2.34911),(46,2.51617),(315,2.88581),(288,3.11211),(313,3.11265),(301,3.13654)
96,8,(130,1.8821),(257,3.91715),(169,4.2999),(307,4.30666),(75,4.78114),(329,4.82022),(119,4.97217),(308,5.05256)
97,8,(117,1.57278),(186,1.99256),(65,2.06955),(83,2.28735),(147,2.59809),(165,2.6425),(196,2.6908),(178,2.81131)
98,8,(102,1.24908),(113,1.9776),(129,2.23186),(229,3.3316),(134,3.62418),(228,3.63019),(155,3.76864),(227,3.85059)
99,8,(33,6.25687),(318,7.4056),(11,7.4173),(64,7.4973),(306,7.94075),(124,8.08024),(143,8.26698),(111,8.33642)
100,8,(267,3.27592),(185,5.85472),(345,6.20595),(164,6.27569),(268,6.30438),(269,6.33933),(127,6.61066),(349,6.77876)
101,8,(196,4.85436),(361,5.29981),(38,6.03033),(126,6.72546),(32,7.02706),(6,7.05856),(12,7.10793),(91,7.27908)
102,8,(113,0.835183),(98,1.21658),(229,2.18918),(129,2.59292),(135,3.21126),(226,3.84572),(134,4.19019),(228,4.1962)
103,8,(132,3.49171),(277,6.18473),(235,6.36697),(111,6.54197),(276,6.63085),(359,6.63144),(94,6.93334),(167,7.02846)
104,8,(138,3.53063),(150,4.83203),(157,5.40479),(121,5.5388),(159,5.63221),(117,5.7998),(360,5.79997),(230,6.24462)
105,8,(138,4.2325),(262,5.59492),(278,6.12877),(285,6.34468),(282,6.68474),(258,6.78108),(160,6.78143),(151,6.80634)
106,8,(242,5.60158),(352,6.04454),(40,6.70611),(244,6.71408),(166,6.92608),(110,7.7568),(14,7.95692),(111,8.00148)
107,8,(16,2.37191),(68,2.62524),(280,3.62205),(137,3.63931),(75,3.72837),(130,3.88365),(304,4.0218),(326,4.24177)
108,8,(120,6.25658),(136,6.28781),(43,7.71134),(132,7.9963),(54,8.02411),(53,8.22914),(306,8.2505),(110,8.3205)
109,8,(315,1.90696),(301,1.94137),(291,2.07979),(317,2.33474),(313,2.64059),(197,2.64366),(303,2.99636),(146,3.10213)
110,8,(366,7.61611),(106,7.74446),(125,7.74548),(359,8.07542),(111,8.16478),(356,8.18742),(352,8.23496),(353,8.36061)
111,8,(94,3.8752),(358,4.11216),(167,4.50697),(277,5.18697),(67,5.21671),(330,5.2193),(318,5.24953),(276,5.31774)
112,8,(313,2.47715),(128,2.52879),(170,2.58711),(214,2.86214),(251,2.90696),(291,2.9802),(252,2.98498),(139,3.07094)
113,8,(102,0.847537),(98,1.95745),(135,2.37607),(229,2.66338),(129,2.77379),(228,3.36102),(134,3.56287),(227,3.58141)
114,8,(170,1.86006),(146,2.43583),(251,2.47332),(291,2.51763),(139,2.97727),(217,3.03338),(180,3.09765),(175,3.25799)
115,8,(95,1.48302),(46,2.66966),(314,2.73915),(328,2.83488),(128,3.35147),(288,3.45226),(58,3.64546),(145,3.94097)
116,8,(122,3.31307),(203,4.77968),(69,4.98849),(28,5.42805),(296,5.48637),(297,6.0306),(229,6.10801),(201,6.16613)
117,8,(76,1.26968),(126,1.57262),(97,1.6237),(230,2.09421),(83,2.2283),(165,2.53914),(84,2.61794),(141,2.75172)
118,8,(114,3.92052),(251,4.33667),(253,4.52734),(112,4.61536),(291,4.62679),(317,4.7628),(313,4.76281),(301,4.81337)
119,8,(137,1.87122),(10,3.61575),(9,4.07934),(130,4.11145),(222,4.21223),(220,4.4426),(107,4.57962),(75,4.7147)
120,8,(108,6.24178),(136,7.07084),(43,8.30811),(306,8.34533),(53,8.37941),(110,8.64317),(89,8.94558),(207,9.11717)
121,8,(138,4.98036),(160,5.36299),(278,5.43276),(104,5.48069),(224,5.6297),(287,6.12505),(225,6.40599),(135,6.43254)
122,8,(116,3.48629),(69,5.60374),(202,5.97006),(203,6.00462),(74,6.09103),(227,6.25418),(63,6.35154),(229,6.44351)
123,8,(72,5.46484),(185,6.86979),(127,6.97731),(100,7.22157),(349,7.47953),(344,7.94682),(267,8.23478),(350,8.87155)
124,8,(70,6.79758),(33,7.03393),(312,7.67833),(99,7.98462),(319,8.49166),(337,8.55459),(306,8.58929),(284,8.6836)
125,8,(143,5.47766),(81,5.95745),(351,6.31754),(167,6.56134),(330,6.75368),(110,6.99204),(353,7.00534),(356,7.31186)
126,8,(117,1.61144),(76,2.8215),(84,2.96401),(361,3.21045),(97,3.23514),(71,3.33279),(165,3.44741),(82,3.58031)
127,8,(72,2.63943),(350,4.52925),(185,4.82454),(345,5.09997),(348,5.32156),(344,5.96228),(241,6.45935),(100,6.51838)
128,8,(317,1.66321),(313,1.85796),(302,2.02445),(315,2.39332),(112,2.4896),(303,2.59031),(301,2.81842),(316,2.81954)
129,8,(98,2.1653),(102,2.58552),(113,2.75404),(148,2.96196),(134,3.06505),(63,3.21869),(155,3.53858),(7,3.90602)
130,8,(96,1.85581),(75,2.9257),(47,3.50024),(68,3.57126),(161,3.69847),(9,3.74731),(16,3.82459),(35,3.99175)
131,8,(89,4.96045),(167,6.38143),(136,6.49095),(111,6.98625),(275,7.4111),(166,7.5086),(143,7.8656),(330,7.93842)
132,8,(103,3.59394),(111,5.86095),(235,6.2581),(86,6.26679),(81,6.28341),(276,6.38259),(277,6.70123),(318,6.89276)
133,8,(139,2.46909),(180,2.84631),(175,3.03243),(114,3.38717),(158,3.68825),(179,3.78211),(112,3.99719),(251,4.14762)
134,8,(135,2.86891),(129,3.14553),(227,3.36589),(300,3.40216),(113,3.55932),(98,3.6381),(229,4.18123),(102,4.23662)
135,8,(113,2.44239),(134,2.94749),(102,3.28992),(229,3.78536),(300,4.00432),(98,4.21541),(226,4.23503),(227,4.31311)
136,8,(89,4.47969),(108,6.30158),(131,6.31562),(120,7.09583),(53,7.15388),(207,7.25689),(209,7.79706),(26,8.69674)
137,8,(119,1.83385),(107,3.77848),(280,4.22957),(10,4.55775),(75,4.64386),(130,4.79914),(346,4.84603),(162,4.85276)
138,8,(104,3.52948),(105,4.26816),(121,5.07807),(6,6.04901),(278,6.1603),(149,6.53136),(126,6.60012),(287,6.66149)
139,8,(133,2.47017),(114,3.00041),(112,3.11726),(180,3.15397),(179,3.57689),(158,3.6536),(145,3.71131),(216,3.72169)
140,8,(81,1.75304),(87,5.87469),(86,7.05535),(103,7.10882),(132,7.26793),(125,7.58094),(143,7.69577),(142,7.87287)
141,8,(117,2.80466),(97,2.90479),(165,3.68772),(9,3.74103),(90,3.82434),(71,4.01691),(76,4.02101),(126,4.27061)
142,8,(81,7.71613),(140,7.87668),(153,8.47774),(167,9.39365),(183,9.74037),(358,9.8938),(182,9.99833),(87,10.014)
143,8,(125,5.55588),(78,5.79276),(87,6.15372),(86,6.23012),(166,6.58155),(81,6.63148),(330,6.636),(167,6.94476)
144,8,(39,13.6011),(8,14.1917),(214,14.4609),(216,15.6569),(250,15.6647),(218,15.8182),(112,15.8957),(118,16.0401)
145,8,(328,2.0827),(3,2.35416),(171,2.59701),(179,3.01632),(327,3.12044),(112,3.43324),(30,3.50765),(170,3.5183)
146,8,(170,1.85144),(114,2.4683),(197,2.83112),(313,2.89265),(109,3.07188),(301,3.11941),(291,3.22198),(317,3.40643)
147,8,(230,2.11431),(60,2.13971),(65,2.54126),(97,2.57053),(165,2.86656),(187,2.98171),(178,3.17635),(186,3.21035)
148,8,(129,3.01235),(223,3.47299),(228,3.86632),(63,3.87256),(334,4.17935),(155,4.20066),(342,4.50718),(7,4.8081)
149,8,(161,1.6157),(10,2.22423),(260,2.24028),(304,2.51085),(9,2.70214),(169,2.7251),(278,3.09025),(222,3.10454)
150,8,(157,0.572759),(159,2.47291),(186,2.53294),(188,2.60726),(360,2.75067),(1,2.88001),(287,2.90032),(151,2.92494)
151,8,(159,2.82532),(187,2.86313),(150,2.97421),(178,3.34573),(157,3.54697),(1,3.7323),(186,3.81132),(162,3.8461)
152,8,(153,6.49352),(236,7.55919),(249,7.76324),(172,7.76727),(2,8.05147),(212,8.07434),(154,8.24644),(337,8.33206)
153,8,(152,6.51632),(181,7.97444),(154,8.37507),(172,8.40132),(142,8.4849),(211,8.58766),(70,8.62079),(212,8.62981)
154,8,(182,6.37994),(331,7.3427),(184,7.72831),(181,8.01035),(211,8.1881),(152,8.25197),(212,8.37865),(153,8.38756)
155,8,(129,3.5014),(228,3.50638),(98,3.66491),(355,3.85262),(148,4.1329),(300,4.18811),(102,4.26342),(296,4.33591)
156,8,(288,3.22089),(58,4.1862),(179,4.23572),(145,4.26688),(158,4.31249),(290,4.35099),(289,4.37958),(175,4.50245)
157,8,(150,0.602831),(188,2.1145),(159,3.06945),(186,3.13577),(1,3.21618),(178,3.33673),(360,3.3535),(287,3.50316)
158,8,(175,1.72829),(180,2.84044),(179,2.84796),(163,2.9551),(192,3.63524),(139,3.69544),(133,3.72147),(290,3.81851)
159,8,(162,1.86539),(150,2.46094),(151,2.76408),(157,3.03999),(346,3.11637),(186,3.27138),(285,3.34867),(282,3.35678)
160,8,(285,2.36881),(71,2.77299),(287,2.8165),(286,2.88601),(222,2.91665),(278,3.15367),(346,3.38916),(219,3.42085)
161,8,(304,0.921814),(149,1.59106),(260,2.36193),(257,2.627),(75,2.79243),(9,2.8238),(169,2.84675),(326,3.11714)
162,8,(159,1.91149),(221,3.68068),(285,3.70047),(151,3.83588),(326,3.87941),(150,3.97493),(346,4.1615),(287,4.2825)
163,8,(158,3.43351),(175,3.7593),(179,4.05523),(290,4.06904),(180,4.49916),(302,4.76973),(114,5.30924),(133,5.38018)
164,8,(241,5.2258),(345,5.889),(268,5.91289),(348,5.93064),(100,6.14741),(344,6.23106),(240,6.26991),(267,6.30735)
165,8,(187,1.81951),(117,2.44836),(186,2.53778),(97,2.60264),(76,2.67097),(65,2.7317),(147,2.85426),(230,3.18984)
166,8,(2,4.38347),(167,5.28539),(275,5.40122),(106,6.26939),(111,6.29213),(242,6.32904),(31,6.38314),(206,6.42214)
167,8,(111,4.43202),(210,4.73973),(209,4.81695),(166,5.15434),(277,5.31306),(207,5.40665),(275,5.41734),(212,5.63141)
168,8,(197,3.11635),(313,3.47122),(301,3.69798),(146,3.72698),(109,4.43525),(317,4.58314),(303,4.59297),(315,4.73778)
169,8,(322,1.77589),(281,2.33329),(149,2.68507),(257,2.71692),(333,2.74826),(9,2.77182),(161,2.83136),(260,3.2426)
170,8,(291,1.50387),(146,1.83616),(114,1.87723),(112,2.64602),(301,3.20077),(3,3.30823),(197,3.31248),(145,3.51238)
171,8,(145,2.65803),(3,2.67854),(191,3.77073),(327,4.28239),(328,4.504),(170,4.53509),(112,4.5677),(291,4.79484)
172,8,(176,2.03661),(177,2.72484),(4,3.02023),(337,3.23038),(212,3.24075),(211,4.02125),(248,4.44234),(67,4.49257)
173,8,(190,3.99041),(174,4.24393),(181,6.02095),(177,7.10085),(4,7.2241),(172,7.91427),(195,8.1345),(176,8.20499)
174,8,(190,2.29465),(181,3.80649),(173,4.22855),(177,5.26482),(172,5.28804),(176,5.94913),(18,7.53112),(211,7.5395)
175,8,(180,1.21882),(158,1.70728),(179,2.93941),(133,3.04464),(163,3.25989),(114,3.30196),(290,3.98135),(170,4.00696)
176,8,(4,1.88132),(172,2.03333),(177,2.29904),(67,2.77845),(211,3.48387),(212,3.88787),(337,4.13381),(195,4.24164)
177,8,(176,2.28681),(172,2.70933),(211,2.9057),(195,3.1288),(4,3.4571),(341,4.64468),(67,4.88889),(276,4.96758)
178,8,(188,1.21969),(65,1.69394),(187,1.70801),(186,2.05626),(97,2.84283),(12,3.22417),(147,3.23543),(151,3.32965)
179,8,(180,2.07389),(158,2.86138),(175,2.97383),(145,3.04658),(114,3.56697),(139,3.6103),(163,3.62614),(133,3.82874)
180,8,(175,1.19298),(179,2.03548),(158,2.7936),(133,2.83269),(114,3.11578),(139,3.14896),(146,3.67066),(289,3.74224)
181,8,(190,2.92503),(174,3.79216),(173,5.98249),(172,6.1256),(212,6.45103),(211,6.52058),(210,7.22772),(177,7.29449)
182,8,(184,3.34024),(183,4.12232),(22,6.05125),(154,6.33889),(135,6.99336),(249,7.3194),(229,7.9779),(81,8.03666)
183,8,(182,4.13596),(184,4.63527),(227,7.68903),(98,8.70478),(22,8.71597),(134,9.06633),(228,9.34062),(154,9.45076)
184,8,(182,3.23613),(183,4.51),(154,7.58315),(22,7.74462),(229,8.25693),(134,8.45393),(135,8.72698),(181,8.74742)
185,8,(350,3.71832),(267,3.76705),(349,4.03096),(345,4.06856),(268,4.69392),(127,4.71139),(240,4.89015),(72,4.97325)
186,8,(97,1.93596),(178,1.96814),(12,2.41292),(188,2.46841),(150,2.47035),(165,2.4959),(187,2.50057),(65,2.65278)
187,8,(178,1.68062),(165,1.8635),(65,2.36526),(186,2.56129),(12,2.56323),(76,2.67532),(189,2.81152),(151,2.82963)
188,8,(178,1.22223),(157,2.12016),(186,2.55906),(150,2.64299),(65,2.91617),(187,2.93025),(97,3.34564),(60,3.44218)
189,8,(187,2.82506),(186,3.5828),(165,3.79061),(178,3.94568),(188,4.12595),(147,4.3707),(230,4.49098),(12,4.54417)
190,8,(174,2.33709),(181,2.9818),(173,4.01747),(176,4.59936),(172,4.77719),(177,5.46396),(4,5.5358),(331,6.1107)
191,8,(3,2.82107),(328,3.45449),(314,3.52272),(303,3.63035),(171,3.74252),(95,3.7984),(197,3.8358),(317,4.13026)
192,8,(197,3.41016),(158,3.62722),(301,3.64512),(15,3.77498),(313,3.91116),(328,4.22807),(315,4.25175),(303,4.48782)
193,8,(302,3.45193),(175,4.94598),(180,5.13216),(128,5.22259),(51,5.5296),(158,5.54847),(288,5.69347),(163,5.69973)
194,8,(245,3.41739),(18,3.63171),(67,3.75601),(244,3.84874),(248,3.868),(247,3.96006),(275,4.15619),(277,4.16675)
195,8,(177,3.04229),(4,3.3547),(18,4.01268),(176,4.1429),(194,4.34627),(172,4.54233),(211,4.74636),(249,5.10111)
196,8,(97,2.72791),(230,3.01844),(117,3.16138),(12,3.36406),(361,3.59802),(147,3.67661),(165,4.09777),(141,4.31035)
197,8,(301,1.61516),(303,2.51015),(313,2.63489),(109,2.67294),(146,2.89064),(315,2.97547),(168,3.15686),(192,3.37942)
198,8,(6,3.56679),(84,4.03813),(200,4.2164),(199,4.99934),(196,5.1867),(77,5.39946),(71,5.46585),(76,5.50087)
199,8,(200,2.49912),(71,4.18152),(361,4.33155),(84,4.35526),(6,4.47562),(126,4.75463),(198,4.85102),(82,5.0132)
200,8,(199,2.49137),(126,3.54258),(76,3.61222),(84,3.8579),(198,4.06032),(230,4.15189),(117,4.1604),(361,4.21319)
201,8,(55,2.80752),(203,2.88114),(296,3.20107),(7,3.48077),(342,3.77037),(93,3.95635),(297,4.16166),(223,4.28502)
202,8,(204,1.27936),(339,4.20544),(201,4.47853),(74,5.564),(296,5.61397),(354,5.70764),(7,5.72523),(122,5.96574)
203,8,(201,2.86563),(296,3.44075),(55,3.44788),(7,3.89069),(205,4.131),(300,4.32737),(355,4.41543),(297,4.72934)
