1,2,(6,0.0588235),(2,0.117647)
2,2,(5,0.3125),(3,0.541667)
3,2,(2,0.509804),(1,1.05882)
4,2,(1,1.73077),(6,1.84615)
5,2,(1,2.17647),(3,2.21569)
6,2,(1,0.0588235),(2,0.0588235)
