0,2,(5,0.058823529411764705),(1,0.11764705882352941)
1,2,(4,0.3125),(2,0.54166666666666663)
2,2,(1,0.50980392156862742),(0,1.0588235294117647)
3,2,(0,1.7307692307692308),(5,1.8461538461538463)
4,2,(0,1.1764705882352942),(2,1.215686274509804)
5,2,(0,0.058823529411764705),(1,0.058823529411764705)
